iter	Passed	Remaining
852	5283	910
853	5289	904
854	5295	898
855	5301	891
856	5307	885
857	5313	879
858	5318	872
859	5324	866
860	5330	860
861	5335	854
862	5342	848
863	5348	841
864	5353	835
865	5359	829
866	5365	823
867	5371	816
868	5377	810
869	5382	804
870	5389	798
871	5394	791
872	5399	785
873	5406	779
874	5412	773
875	5417	766
876	5424	760
877	5429	754
878	5434	748
879	5440	741
880	5446	735
881	5452	729
882	5458	723
883	5463	716
884	5469	710
885	5474	704
886	5479	698
887	5485	691
888	5490	685
889	5496	679
890	5502	673
891	5508	666
892	5513	660
893	5519	654
894	5524	648
895	5529	641
896	5535	635
897	5540	629
898	5545	623
899	5551	616
900	5557	610
901	5562	604
902	5567	598
903	5573	591
904	5578	585
905	5583	579
906	5588	573
907	5593	566
908	5599	560
909	5605	554
910	5610	548
911	5616	541
912	5622	535
913	5627	529
914	5633	523
915	5639	517
916	5645	511
917	5653	505
918	5660	498
919	5667	492
920	5672	486
921	5678	480
922	5685	474
923	5690	468
924	5696	461
925	5702	455
926	5708	449
927	5715	443
928	5721	437
929	5725	430
930	5731	424
931	5736	418
932	5743	412
933	5750	406
934	5756	400
935	5763	394
936	5770	388
937	5776	381
938	5783	375
939	5789	369
940	5795	363
941	5803	357
942	5809	351
943	5815	344
944	5820	338
945	5825	332
946	5831	326
947	5836	320
948	5841	313
949	5847	307
950	5852	301
951	5857	295
952	5863	289
953	5868	282
954	5873	276
955	5879	270
956	5884	264
957	5889	258
958	5895	252
959	5900	245
960	5905	239
961	5911	233
962	5916	227
963	5921	221
964	5928	215
965	5933	208
966	5938	202
967	5945	196
968	5950	190
969	5956	184
970	5963	178
971	5969	171
972	5975	165
973	5981	159
974	5987	153
975	5993	147
976	5998	141
977	6003	135
978	6009	128
979	6014	122
980	6019	116
981	6025	110
982	6030	104
983	6035	98
984	6041	92
985	6047	85
986	6052	79
987	6057	73
988	6062	67
989	6067	61
990	6073	55
991	6078	49
992	6083	42
993	6088	36
994	6093	30
995	6099	24
996	6104	18
997	6109	12
998	6114	6
999	6120	0
